ID_Record,Tax Account,Legal Account ID,Sec ID,CUSIP,Entry CD,Currency,Net Amount,Withholding Amount,Credit and Debit,Tax Type,Tax Type Definition,Transaction Date
559,87873245,52047810,8045408,6221806,INT,USD,78919,2963,Credit,ADJ,Adjustment,2015-02-17
126,90403517,35726033,1264573,9897318,INT,GBP,53439,7675,Credit,CT,Corporation Tax,2011-09-26
102,14549167,92808468,3074648,5196051,DIV,USD,66619,1356,Debit,CDS,Credit Default Swap,2012-09-07
574,85031478,74382849,6000209,4726493,DIV,USD,46217,5571,Credit,FTT,Financial Transaction Tax,2017-07-08
70,21822677,31394607,1845970,5491813,INT,USD,85722,3088,Credit,Q1,First quarter of the year,2023-11-30
29,80770260,23259595,4110181,8509108,INT,USD,44129,1014,Debit,TV,Transfer Value,2020-11-28
110,21499615,95749791,3392168,3599081,INT,JPY,15607,636,Credit,Q2,Second quarter of the year,2014-07-31
308,76857432,80745939,6939263,7794149,DIV,USD,68173,5217,Debit,LTI,Loan to Income,2021-11-17
642,83972745,41211205,262183,9201028,DIV,USD,82436,9485,Credit,ADMIS,Admission,2016-11-14
497,48585528,11152271,9934102,4496814,DIV,CNY,99110,2768,Debit,PBT,Profit before Taxes,2018-11-08
890,84846520,74963686,785723,9807164,INT,GBP,24031,6967,Debit,Q4,Fourth quarter of the year,2018-02-13
477,26331440,14466056,8563640,7067463,DIV,JPY,97296,9922,Debit,CT,Corporation Tax,2020-04-14
257,35780302,79322264,6890946,7086542,INT,USD,21317,6049,Credit,WoM,Whole of Market,2015-12-03
302,71497604,87311965,6499635,3618957,INT,USD,4782,6231,Credit,BA,Bank Adjustments,2014-09-28
804,53456759,87974880,6872166,8647868,INT,AUD,44945,5430,Debit,CESR,Committee of European Securities Regulators,2011-09-14
681,30969977,91153179,2650032,5272132,DIV,USD,91299,3560,Debit,PV,Present Value,2010-11-04
627,28379432,89864109,2637652,9031626,DIV,USD,71673,1193,Debit,CT,Corporation Tax,2010-11-01
255,94881252,91653594,2997207,4472428,INT,USD,18457,9307,Credit,ABS,Absences - As In Compensated Absences,2017-10-05
802,37454829,90403517,2126960,7095656,INT,AUD,18755,8303,Debit,AFFRS,Affairs,2017-04-18
271,50456578,34317932,3833238,2994557,INT,CAD,96092,9846,Debit,COMPS,Contracted-out Money Purchase Scheme,2023-02-15
852,20545243,26331440,8060794,1020374,DIV,USD,93307,9711,Credit,Q4,Fourth quarter of the year,2013-12-27
230,49961297,14466056,3841716,8334208,INT,USD,42639,6260,Debit,C/S,Cost Sharing,2010-08-03
588,49580509,95075800,4352195,7102100,INT,USD,54413,8146,Credit,ADJ,Adjustment,2016-12-19
675,59048645,87910940,6005019,7108437,INT,USD,34960,7428,Debit,AFD,Allowance For Depreciation,2016-05-28
983,70786814,17180297,1623740,6731685,DIV,USD,2686,2104,Debit,NBV,Net Book Value,2023-07-09
204,43729775,98756652,2131939,9742875,INT,USD,48427,6346,Credit,ABACCR,Absences Accrual - (As In Compensated Absences Accrual),2018-06-23
256,79818353,42513296,5969588,2854627,DIV,CHF,28433,9321,Credit,A/R,Accounts Receivable,2022-03-04
306,60493238,55525241,4009059,1268581,INT,USD,18728,9581,Debit,DGI,Domestically Generated Inflation,2016-11-09
254,59532503,95321064,1902156,7551655,INT,CAD,21585,5252,Credit,NBV,Net Book Value,2019-04-30
51,46191674,82212702,9756898,4821597,DIV,NZD,58586,44,Credit,OMO,Open Market Option,2015-09-13
947,84804428,15016937,4756905,4132809,DIV,NZD,28602,9114,Debit,CESR,Committee of European Securities Regulators,2018-01-04
576,93588489,25712163,4168506,7368594,DIV,JPY,34446,1709,Debit,OMO,Open Market Option,2022-09-02
511,31338385,64878326,8306776,8564067,INT,CNY,26487,240,Debit,PBT,Profit before Taxes,2019-10-24
190,46171800,26133733,476963,1205483,INT,SEK,49366,3431,Credit,A/R,Accounts Receivable,2021-03-02
248,92428363,51558401,4171704,5455081,INT,USD,86487,7514,Credit,FoHF,Fund of Hedge Funds,2019-06-08
118,10112444,81243037,871880,7582192,INT,USD,32396,8038,Debit,CWP,Conventional With Profits,2010-06-07
713,78888083,60284517,8737799,3680179,INT,SEK,70329,3468,Debit,PV,Present Value,2010-02-09
284,74266804,45411502,2386816,1513638,DIV,USD,47359,1985,Debit,Q4,Fourth quarter of the year,2016-01-26
742,99617086,80238462,6716029,8315137,DIV,JPY,33798,8109,Credit,NAV,Net Asset Value,2015-12-18
390,28722811,52005450,4880845,7873547,INT,CAD,79213,4181,Credit,CAP.,Capital,2022-07-26
784,45411502,12127896,3044429,3478812,DIV,EUR,32904,5926,Credit,FTT,Financial Transaction Tax,2019-12-17
2,56335200,12555346,9213699,8719014,DIV,USD,77755,1800,Debit,FoF,Fund of Funds,2014-02-27
750,15462815,75855141,7689833,5828026,DIV,USD,24541,7232,Debit,Q4,Fourth quarter of the year,2017-07-04
289,20036483,36423981,1353146,8108448,DIV,AUD,47167,6670,Credit,FoF,Fund of Funds,2015-04-02
575,16806072,56040920,7179427,9648109,DIV,USD,93922,5786,Debit,ADJ,Adjustment,2018-01-03
946,86128922,25121433,4160105,2889684,DIV,JPY,74328,9637,Credit,APC/APD,Amended Payroll Certification/Distribution,2017-06-27
103,32241319,70975614,6277518,5492747,INT,GBP,78067,491,Debit,ADMIS,Admission,2023-01-02
823,80878544,55218825,4421528,4966059,INT,USD,53008,77,Debit,VaR,Value at Risk,2019-04-07
162,72733273,73426409,7486051,3030827,DIV,USD,39052,5614,Credit,AFFRS,Affairs,2012-09-21
683,53268269,27798686,5856705,7785277,INT,CAD,23061,5267,Credit,CDS,Credit Default Swap,2020-11-30
447,33699635,29385482,4906873,5327914,INT,NZD,86196,1564,Debit,B & C,Bonds And Coupons,2014-12-01
988,42012906,15035408,6406156,4036623,INT,USD,64520,9866,Debit,Q2,Second quarter of the year,2010-02-01
234,96628970,22680175,5239733,3291546,DIV,USD,47257,8037,Credit,Q4,Fourth quarter of the year,2021-12-23
498,34384230,36595547,8691971,8473470,INT,USD,95503,7313,Debit,Q3,Third quarter of the year,2015-05-11
401,38135045,21424926,6247241,4626430,INT,SEK,59707,638,Credit,LTI,Loan to Income,2022-01-11
776,99206616,73291035,5144849,8665980,DIV,EUR,98699,9861,Credit,TV,Transfer Value,2016-12-29
557,52844763,33077872,4599605,7177791,DIV,USD,16002,4171,Debit,CTF,Child Trust Fund,2019-04-18
915,62310371,55061086,2211926,7114202,INT,SEK,2998,6816,Credit,Q3,Third quarter of the year,2023-12-20
50,61153373,61994877,2537536,7655526,INT,EUR,32561,8036,Debit,Q3,Third quarter of the year,2022-12-26
538,29867505,60700785,1795400,4825282,DIV,USD,57873,3645,Credit,OMO,Open Market Option,2012-10-27
314,31947874,62189574,2970229,1137163,INT,NZD,8969,2178,Credit,EBT,Earnings Before Taxes,2021-12-24
507,85385775,76181667,3828168,4542094,INT,EUR,47960,7082,Credit,ABACCR,Absences Accrual - (As In Compensated Absences Accrual),2016-11-21
121,73165150,26569981,1426421,6234403,INT,USD,1600,8700,Credit,CT,Corporation Tax,2016-10-01
162,77039478,20545243,1154696,7410252,INT,JPY,91853,1099,Credit,ADMIN,Administrative,2020-05-23
172,64122364,12497117,4692196,9792125,DIV,USD,50535,2893,Debit,Q4,Fourth quarter of the year,2015-04-13
960,75799017,62310371,1627501,1193838,DIV,USD,96357,947,Credit,TV,Transfer Value,2015-11-26
789,12729827,92248988,6805557,2295676,DIV,JPY,43960,7060,Credit,FTT,Financial Transaction Tax,2019-01-14
343,48240182,81434830,7702434,2844393,DIV,USD,39117,115,Credit,Q2,Second quarter of the year,2021-03-14
520,79702832,33429565,1815808,4277796,INT,CAD,66225,664,Debit,RCM,Risk Capital Margin,2012-12-23
202,91153179,83132469,9303158,3326055,INT,USD,11011,1255,Credit,AFFRS,Affairs,2022-11-28
32,80071652,53134581,6785550,1361524,INT,CNY,45768,4276,Debit,MBI,Management Buy In,2016-02-13
237,56594566,38563885,5842831,9181076,DIV,CAD,2533,1988,Debit,PAT,Profit after Taxes,2016-07-14
197,51558401,64189844,5156109,6874800,DIV,USD,57550,9063,Credit,APPROP,Appropriations,2017-01-19
802,24471856,93908941,1026923,4972842,INT,EUR,77988,9377,Debit,APPROP,Appropriations,2014-10-30
505,31100059,31340527,9546082,4885150,DIV,USD,5185,4278,Debit,AFFRS,Affairs,2014-10-28
296,95443082,29491027,3900897,4806924,DIV,USD,13663,484,Debit,CWP,Conventional With Profits,2022-08-08
727,63202186,25919493,6869026,4793655,INT,USD,29293,1540,Debit,CWP,Conventional With Profits,2014-10-04
691,16268282,98157893,1673912,8195241,DIV,USD,43030,7293,Credit,CESR,Committee of European Securities Regulators,2018-11-24
480,47665260,37773191,1880621,2375434,DIV,CAD,40627,6020,Credit,CESR,Committee of European Securities Regulators,2019-02-09
650,30342357,19439955,1987839,8996880,INT,USD,67712,5066,Credit,BA,Bank Adjustments,2018-05-26
656,41466196,76181667,9865974,7457178,INT,USD,38872,9228,Credit,APPROP,Appropriations,2020-06-27
964,21583926,88675739,4046590,8808311,INT,USD,24335,3336,Credit,APC/APD,Amended Payroll Certification/Distribution,2012-11-16
549,25457588,64854647,7157946,4262028,DIV,USD,26408,9732,Credit,WPICC,With Profits Insurance Capital Component,2014-07-17
835,35726033,33141145,8920480,4106910,INT,AUD,1639,9717,Credit,AID,Agency For International Development,2018-10-04
573,84977444,81434054,2179237,1346122,INT,JPY,51569,2859,Credit,BA,Bank Adjustments,2020-08-24
975,88592430,76350607,3285773,8869576,INT,USD,15313,1733,Credit,BA,Bank Adjustments,2014-09-13
119,21424926,62990974,3129088,3761888,INT,USD,86124,3463,Credit,CESR,Committee of European Securities Regulators,2022-02-10
222,19511389,42376429,9040267,2085897,INT,USD,73577,5774,Credit,EC,European Commission,2016-05-02
920,86266315,37222411,660928,3037790,INT,USD,94126,7079,Credit,Q4,Fourth quarter of the year,2010-04-04
40,60171557,85385775,1200607,3911545,INT,EUR,80874,3733,Debit,C+MV,Cost Plus Market Value,2020-08-08
365,35465158,35610174,7231490,1179424,DIV,USD,86547,3607,Debit,DGI,Domestically Generated Inflation,2017-09-20
31,62486800,89493422,2389656,1200023,DIV,CNY,30780,8164,Credit,ABACCR,Absences Accrual - (As In Compensated Absences Accrual),2019-08-13
200,88413755,77519707,3948168,4341061,DIV,USD,26372,5677,Credit,Q4,Fourth quarter of the year,2021-04-29
889,23936468,35085967,7377124,8326411,DIV,SEK,29515,1970,Credit,RCM,Risk Capital Margin,2016-04-20
90,77523240,82336394,5039389,5133600,DIV,USD,25333,882,Debit,PBT,Profit before Taxes,2014-02-17
230,29727761,57392004,1461544,1297207,INT,USD,19121,8833,Credit,EBT,Earnings Before Taxes,2013-12-06
150,78917010,10112444,9811689,5364935,INT,CAD,85474,4886,Credit,APC/APD,Amended Payroll Certification/Distribution,2010-08-03
110,33237681,78885665,3387354,8974730,DIV,EUR,52393,9157,Credit,AFFRS,Affairs,2013-07-12
721,94608608,52062651,818959,6879156,INT,USD,35691,5047,Debit,LTI,Loan to Income,2012-11-17
839,83503463,35640634,3907496,4813565,DIV,USD,89909,7322,Credit,NBV,Net Book Value,2017-03-07
451,57833378,77352694,2573329,5894951,INT,USD,17678,3941,Credit,RCM,Risk Capital Margin,2021-06-10
124,17508686,27905992,8137248,2293272,DIV,USD,84607,9711,Debit,PBT,Profit before Taxes,2010-07-02
264,62881600,80603877,857817,3377064,DIV,GBP,65815,6619,Debit,AFFRS,Affairs,2011-08-26
746,17469048,40231218,5457537,4977830,INT,USD,30967,6692,Debit,ADT,Auditing,2014-08-19
511,97350317,70927607,2774491,3757110,DIV,GBP,30497,4751,Debit,CAR,Centralized Accounts Receivable,2010-01-17
985,87953468,20184849,467747,7164473,DIV,SEK,6630,5224,Debit,EBT,Earnings Before Taxes,2016-04-23
217,39510167,87408644,3304270,3399007,DIV,USD,65469,7006,Credit,EC,European Commission,2020-07-01
176,88190024,79702832,1215882,2989211,DIV,USD,67980,8800,Credit,Q4,Fourth quarter of the year,2011-04-08
370,39685992,80898298,3353622,9776530,INT,CAD,93902,3280,Credit,EC,European Commission,2019-02-10
863,76477587,20780939,563726,3670784,DIV,AUD,17839,9483,Credit,APC/APD,Amended Payroll Certification/Distribution,2011-07-21
398,80603877,81836467,591582,2017091,INT,USD,63564,6975,Debit,RCM,Risk Capital Margin,2010-08-27
633,95445697,24417104,8086448,8252729,DIV,USD,90278,4951,Debit,A/R,Accounts Receivable,2010-02-15
59,53134581,12069736,2175582,4399413,INT,USD,19434,3267,Credit,A/R,Accounts Receivable,2018-02-11
106,36049040,22710910,5134555,1554646,DIV,USD,86142,7846,Debit,EC,European Commission,2010-04-27
966,29491027,78282413,8634964,2240267,DIV,CNY,18077,8193,Credit,CDS,Credit Default Swap,2020-04-22
87,90290318,72567700,4527383,1032071,INT,EUR,18508,7750,Debit,B & C,Bonds And Coupons,2010-10-15
915,65213666,45411502,8136750,2680771,INT,JPY,9732,799,Debit,ABACCR,Absences Accrual - (As In Compensated Absences Accrual),2015-10-02
782,47518072,34182062,124439,7854727,DIV,USD,61656,9217,Credit,LTI,Loan to Income,2015-10-28
369,67720506,76350607,4446443,1396873,DIV,USD,8687,8258,Credit,CTF,Child Trust Fund,2018-09-20
416,16427295,32915502,8402226,2808441,DIV,USD,56184,5878,Debit,CTF,Child Trust Fund,2021-08-24
640,27540162,24354484,4903576,2155300,DIV,USD,95260,6325,Credit,RCM,Risk Capital Margin,2023-06-07
866,75985297,87734958,8754438,9581758,INT,USD,63382,6753,Credit,MBI,Management Buy In,2023-12-02
25,55308154,87974880,2985701,2525110,DIV,CAD,97182,2199,Credit,Q1,First quarter of the year,2012-06-12
45,83942587,70955992,7704959,9484499,DIV,CNY,1555,2237,Debit,BEN/BENF,Benefit(s),2022-02-25
387,74366052,31832459,7150504,9403388,DIV,USD,13543,166,Credit,ADMIS,Admission,2022-10-09
488,49717804,19307241,8445871,4677026,INT,EUR,13081,4438,Credit,Q1,First quarter of the year,2018-10-08
610,66186145,50130795,9278681,8115045,INT,USD,88541,4237,Credit,NBV,Net Book Value,2020-07-29
321,87243101,46538524,9437538,2533753,DIV,USD,18795,5575,Debit,ABS,Absences - As In Compensated Absences,2013-05-08
434,46870983,59581317,8856121,8439979,INT,USD,93936,2618,Debit,B & C,Bonds And Coupons,2013-11-25
799,15035408,81633087,5209380,7366868,DIV,GBP,7968,3568,Credit,FTT,Financial Transaction Tax,2018-08-01
121,29783008,12127896,7115078,3709631,DIV,CNY,53433,9040,Debit,ADMIS,Admission,2021-04-07
539,46313714,82915360,2268699,5923425,DIV,USD,50887,4936,Debit,NBV,Net Book Value,2015-01-01
493,68247819,23888046,1369750,6111033,DIV,JPY,78265,5723,Credit,UHNW,Ultra High Net Worth,2015-01-01
473,38805296,65134427,7405110,4879924,INT,USD,96942,4833,Credit,Q4,Fourth quarter of the year,2022-10-28
253,56014322,36961268,3652849,4888471,DIV,EUR,16634,7087,Credit,DGI,Domestically Generated Inflation,2012-01-14
467,12268938,70689194,9913516,9840946,INT,USD,33227,2448,Credit,ADMIS,Admission,2012-09-03
642,49179970,48896987,2991072,7743542,INT,USD,5468,6072,Credit,ABACCR,Absences Accrual - (As In Compensated Absences Accrual),2014-09-07
964,50130795,79702832,5981841,2937793,DIV,EUR,45621,6521,Debit,FTT,Financial Transaction Tax,2022-02-16
709,29982981,88888345,9176913,6581645,DIV,USD,75030,7203,Credit,Q2,Second quarter of the year,2021-03-07
887,66411263,70579096,8287387,6061558,DIV,CAD,61254,7521,Debit,EBT,Earnings Before Taxes,2021-06-29
563,67761974,71760912,7665054,5594243,DIV,USD,20841,4255,Debit,CDS,Credit Default Swap,2010-06-21
543,79170244,57210307,3336207,4139129,INT,USD,95557,5789,Debit,COMPS,Contracted-out Money Purchase Scheme,2016-11-19
883,76181667,58745687,801225,6322253,INT,USD,48913,6697,Credit,PV,Present Value,2022-10-22
124,87408644,66411263,4997560,4589645,DIV,USD,40009,5328,Credit,ADT,Auditing,2022-11-06
811,10654445,30575606,7734574,2211401,INT,USD,90425,4888,Credit,APC/APD,Amended Payroll Certification/Distribution,2017-03-14
762,20422515,12571700,6055933,7989233,DIV,USD,42131,8172,Debit,PAT,Profit after Taxes,2020-03-16
125,99858025,72733273,5752803,1703695,DIV,SEK,82433,5713,Credit,NAV,Net Asset Value,2011-03-24
966,87922137,62587549,4300740,6369072,INT,CAD,75677,8869,Debit,PBT,Profit before Taxes,2012-01-08
249,61654115,72538149,7085235,6318039,DIV,SEK,88871,5237,Credit,ABACCR,Absences Accrual - (As In Compensated Absences Accrual),2017-12-29
681,67693610,69582047,3305040,1441331,DIV,USD,21557,1686,Credit,ADMIN,Administrative,2010-02-20
160,95405870,37171780,4429749,3372685,INT,USD,68405,777,Credit,PBT,Profit before Taxes,2010-11-11
547,15016937,13287362,3699772,6506350,INT,CNY,93507,4675,Credit,PV,Present Value,2021-11-13
9,98706616,66558807,5615267,2015292,DIV,USD,13101,5157,Debit,CIMPS,Contracted-in Money Purchase Scheme,2012-06-15
486,82490331,98286561,7371636,8522936,DIV,NZD,74614,6718,Credit,Q1,First quarter of the year,2013-03-24
297,73115564,31340527,8833706,3571787,INT,CHF,50607,6113,Debit,EBT,Earnings Before Taxes,2013-01-02
828,73923649,78620838,3594723,5598913,INT,SEK,89038,5226,Credit,APPROP,Appropriations,2021-02-17
980,35513093,28711131,7416888,1366202,DIV,SEK,34198,2974,Credit,TV,Transfer Value,2023-07-06
307,17599177,67761974,405526,8963262,INT,JPY,57037,2320,Credit,AID,Agency For International Development,2012-12-14
543,60700785,42743976,4439363,8935808,INT,JPY,72003,9682,Credit,WoM,Whole of Market,2010-04-07
685,32340144,80878544,4395817,2636571,INT,USD,54472,4893,Credit,FoHF,Fund of Hedge Funds,2023-03-21
577,35328555,97350317,3618942,6257113,INT,USD,4730,3382,Debit,ADDL,Additional,2013-03-25
397,25250826,70972539,2264380,6147126,DIV,USD,24940,9531,Debit,Q3,Third quarter of the year,2020-11-27
748,72131111,32657184,5701942,8476608,DIV,USD,25404,3821,Credit,AFFRS,Affairs,2022-01-22
573,16741238,61994877,6212159,7079204,DIV,USD,16159,4047,Debit,WPICC,With Profits Insurance Capital Component,2020-01-01
983,37090838,72690192,146222,3282923,DIV,USD,97911,8137,Debit,CAP.,Capital,2015-03-10
620,23100693,29877655,7432415,9496979,DIV,USD,50569,2224,Debit,NBV,Net Book Value,2021-12-21
387,38200348,67583285,583782,5086496,DIV,CHF,18396,7082,Credit,C+MV,Cost Plus Market Value,2022-06-26
541,90972615,44011808,9235098,6683608,INT,USD,55688,9728,Credit,AFD,Allowance For Depreciation,2012-11-29
157,96155388,89493422,5200510,7980618,DIV,USD,44782,7880,Debit,MBO,Management Buy Out,2012-10-29
607,64854647,67805941,8150173,6643970,INT,GBP,4430,1129,Debit,CIMPS,Contracted-in Money Purchase Scheme,2022-05-23
141,37222411,51334292,4618881,8461787,DIV,USD,9824,807,Debit,Q4,Fourth quarter of the year,2011-12-30
39,28591329,65935365,444020,7667961,DIV,USD,10027,341,Credit,MBO,Management Buy Out,2017-05-01
543,53652834,46191674,5823662,9488707,INT,USD,82990,2178,Debit,APPROP,Appropriations,2014-11-27
223,59192846,78731433,904982,1664761,DIV,NZD,50782,5025,Debit,FTT,Financial Transaction Tax,2017-06-18
404,60545241,87873245,2486248,1720579,DIV,AUD,11587,1141,Debit,AID,Agency For International Development,2018-07-07
394,76145682,47790989,6442385,5830934,DIV,USD,66582,4670,Credit,NAV,Net Asset Value,2021-01-02
281,55778127,20036483,9279920,8771681,INT,CHF,365,3846,Debit,Q1,First quarter of the year,2011-12-01
346,19117745,49580509,8946590,9835068,INT,USD,42167,8700,Debit,ADT,Auditing,2012-02-23
693,13396893,46513492,8017989,2989565,DIV,GBP,68827,2697,Debit,CIMPS,Contracted-in Money Purchase Scheme,2016-10-17
382,11152271,52062651,1192658,2861366,INT,USD,26832,8482,Debit,IHT,Inheritance Tax,2019-06-17
347,54977552,82154926,8027330,9278387,DIV,NZD,27894,2067,Credit,ADJ,Adjustment,2019-05-23
319,93908941,18492606,7555484,9667544,INT,NZD,85312,7361,Debit,Q4,Fourth quarter of the year,2016-10-18
354,62261818,97475038,6379756,2053884,INT,CAD,55145,9955,Debit,APPROP,Appropriations,2022-03-11
315,79261066,51558401,7534153,5555050,INT,USD,98472,9134,Debit,AID,Agency For International Development,2015-06-12
949,80548707,78888083,1354040,1501712,DIV,USD,82938,9818,Debit,BA,Bank Adjustments,2016-10-04
486,19456227,63320009,8097354,9794628,INT,USD,36730,8854,Debit,CT,Corporation Tax,2015-10-24
844,66894867,93167040,3208362,8186984,DIV,JPY,81626,822,Credit,PAT,Profit after Taxes,2019-07-23
159,91527289,57210307,4531218,6963272,INT,CNY,51099,6114,Credit,Q4,Fourth quarter of the year,2022-03-22
883,74963686,94943311,5588704,8288836,INT,CHF,23719,8155,Credit,PV,Present Value,2023-09-05
110,37777503,28722811,1161984,9154955,INT,CNY,76863,3536,Credit,AFD,Allowance For Depreciation,2011-08-02
73,77919704,27798686,2989207,4005809,INT,USD,2255,9520,Debit,AFFRS,Affairs,2021-01-10
920,39197795,67243915,3453054,6712446,INT,USD,84093,4530,Debit,RCM,Risk Capital Margin,2021-04-09
767,79158724,68055950,9187555,9750146,INT,GBP,56082,2692,Debit,EBT,Earnings Before Taxes,2016-03-25
675,89134368,29491027,9270311,6877858,INT,USD,3030,5411,Credit,ADT,Auditing,2013-05-09
546,43354931,33237681,9129642,4468730,DIV,EUR,42501,6044,Debit,BA,Bank Adjustments,2020-10-04
824,24354484,51003400,4977068,5655394,DIV,USD,47697,6419,Credit,PAT,Profit after Taxes,2014-12-27
546,93874558,56040920,4922219,3716904,DIV,AUD,89241,3501,Credit,PAT,Profit after Taxes,2012-09-24
344,64901195,35726033,6767804,1715999,DIV,EUR,11433,9016,Credit,WPICC,With Profits Insurance Capital Component,2016-07-12
560,14692902,97350317,7976532,2014962,DIV,USD,97808,37,Credit,UHNW,Ultra High Net Worth,2016-05-08
912,92446519,21013669,3293049,6053194,DIV,USD,92788,4091,Debit,AFFRS,Affairs,2016-08-25
652,56300201,11192066,1858888,6299041,INT,USD,45956,1791,Debit,APPROP,Appropriations,2011-07-11
441,58437983,19307241,4659716,9222907,INT,USD,82084,4694,Credit,ADMIS,Admission,2011-02-17
418,40678084,90779288,5674826,9306029,INT,CHF,73650,5608,Credit,AFD,Allowance For Depreciation,2012-09-26
486,83132469,98286561,3923931,2969028,DIV,NZD,48219,3333,Debit,ADT,Auditing,2017-09-25
556,65901822,83248986,5934779,6578936,DIV,USD,86477,4786,Credit,TV,Transfer Value,2020-03-28
23,14069153,49900301,9565983,9102794,DIV,CHF,37831,709,Debit,CAP.,Capital,2019-03-15
439,79667320,60422965,3822373,7700847,DIV,USD,23409,4444,Debit,BEN/BENF,Benefit(s),2012-09-23
216,32118244,39197795,8029848,2060609,INT,CHF,13827,2054,Debit,UHNW,Ultra High Net Worth,2017-10-11
146,88090007,79158724,9104850,4345977,INT,USD,25836,9374,Debit,COMPS,Contracted-out Money Purchase Scheme,2016-09-12
646,87080903,78231333,8033077,1558502,INT,USD,22948,3138,Debit,Q2,Second quarter of the year,2020-05-06
589,38089816,43729775,1003566,8574691,DIV,USD,7734,1473,Debit,RCM,Risk Capital Margin,2022-02-07
782,80404149,41160695,6277394,2917161,INT,USD,88569,5969,Credit,BA,Bank Adjustments,2022-04-06
809,67272338,88387391,7524557,2203951,DIV,EUR,75709,8065,Debit,ADMIS,Admission,2021-10-30
313,12984892,79775376,1678796,6011657,INT,USD,53500,5259,Credit,CTF,Child Trust Fund,2011-05-06
855,14466056,51283716,6005567,1121569,DIV,SEK,71142,4788,Debit,LTI,Loan to Income,2017-02-13
837,26569981,21706822,184878,8561242,DIV,USD,58249,4442,Debit,BEN/BENF,Benefit(s),2016-03-03
466,11939016,53580369,8920146,4912398,DIV,GBP,67631,5468,Credit,NBV,Net Book Value,2012-03-17
671,31093883,80188763,1134096,5244718,DIV,EUR,89047,7072,Debit,C/S,Cost Sharing,2020-06-21
340,46885331,15209281,6567347,1726846,INT,USD,12498,9018,Debit,CWP,Conventional With Profits,2018-06-13
33,95348279,77736520,168500,6008415,INT,GBP,82678,6543,Debit,EC,European Commission,2017-11-02
342,48896987,24354484,4521778,8697008,INT,AUD,47337,1461,Debit,ABACCR,Absences Accrual - (As In Compensated Absences Accrual),2017-06-29
252,96377514,72681076,5534948,6161036,DIV,EUR,44257,5081,Credit,Q4,Fourth quarter of the year,2017-02-01
163,44434777,76477587,535667,2629338,INT,CNY,42283,7660,Credit,OMO,Open Market Option,2011-10-31
252,32824233,72131111,6255431,8839776,INT,CNY,1970,4680,Credit,ETF,Exchange Traded Funds,2013-07-06
533,67207429,53250221,4941984,6612638,DIV,JPY,53938,5566,Credit,WPICC,With Profits Insurance Capital Component,2015-11-26
362,97475038,17501495,5956940,5470071,INT,NZD,84613,4065,Debit,CAR,Centralized Accounts Receivable,2010-04-26
3,56140258,70752146,7419517,1956632,INT,CNY,82845,4266,Debit,LTI,Loan to Income,2010-06-16
798,38211453,58335111,8994916,9095053,INT,CHF,39682,17,Credit,NAV,Net Asset Value,2011-11-28
688,81836467,96881023,1342254,9668770,INT,USD,12692,8817,Debit,BEN/BENF,Benefit(s),2011-03-28
846,24175177,42743976,9020139,7871594,DIV,NZD,60495,510,Credit,PAT,Profit after Taxes,2018-08-19
379,67491586,19456227,361999,6871846,DIV,USD,55690,9665,Debit,AFFRS,Affairs,2020-07-28
254,69020864,53652834,184951,2231806,INT,USD,99893,2143,Debit,B & C,Bonds And Coupons,2013-05-08
100,66718516,51033295,6445716,9550938,DIV,USD,64613,2147,Debit,ABS,Absences - As In Compensated Absences,2012-02-22
935,24800303,34317932,6669183,6434203,DIV,JPY,53355,9078,Credit,CWP,Conventional With Profits,2017-06-10
957,48297731,88074438,180219,8718999,INT,NZD,55634,5303,Credit,AFFRS,Affairs,2022-07-12
513,12555346,91907768,1585370,5927168,INT,USD,63097,4285,Credit,FoHF,Fund of Hedge Funds,2022-01-16
411,54456704,29211455,9318769,7429541,DIV,USD,48687,5351,Credit,ADJ,Adjustment,2021-04-08
751,98756652,36916134,5811679,1183860,INT,USD,11512,8733,Credit,TV,Transfer Value,2017-03-02
691,42394987,45522817,4170632,6841780,DIV,USD,96066,2140,Credit,PBT,Profit before Taxes,2023-01-13
439,86660985,15016262,8344005,5402344,INT,USD,49830,8469,Debit,CDS,Credit Default Swap,2016-10-16
344,79261978,12127896,9953139,3962795,DIV,USD,44854,2314,Debit,BEN/BENF,Benefit(s),2015-01-18
540,37478937,40309252,4872516,3612278,DIV,USD,41881,9960,Debit,CDS,Credit Default Swap,2013-08-22
917,94269350,24432747,6687691,3759195,INT,USD,41829,4410,Credit,CTF,Child Trust Fund,2014-07-15
694,64715863,12571700,9952141,3057163,DIV,AUD,48405,5120,Debit,WPA,With Profits Actuary / With Profits Annuity,2012-12-08
616,90285358,88413755,5778246,5825684,DIV,CHF,30861,835,Debit,WPA,With Profits Actuary / With Profits Annuity,2023-07-12
351,37269162,42012906,1562773,4288959,INT,USD,79161,5306,Debit,WPA,With Profits Actuary / With Profits Annuity,2019-03-04
464,48483391,10839112,1581370,1251912,INT,JPY,55765,5885,Credit,PV,Present Value,2020-08-24
290,96021586,75185546,1299286,8542962,INT,USD,98396,5901,Debit,VaR,Value at Risk,2022-09-20
457,50012147,52405006,4960288,2325936,INT,USD,68986,1163,Credit,IHT,Inheritance Tax,2020-11-20
948,66731886,17974327,5812884,8227856,DIV,CHF,63773,501,Credit,EC,European Commission,2023-12-17
658,65935365,79667320,5474181,7435549,INT,JPY,91121,6738,Debit,WPICC,With Profits Insurance Capital Component,2019-05-04
